ogno,ogtype,ogname,ogcity,ogstate,ogpin,ogadd
5490,Nurshing Home,Dr. Upasani Maternity and Nursing Home,Nashik,Maharashtra,422003,"67, Shivam Nagar, Hirawadi Road, Old Adgaon Naka, Panchavati, Nasik"
5491,Hospital,"Dr. Uppal's Ent Hospital, Thane",Thane,Maharashtra,400602,"Mohan Heritage, 2Nd Flr, Opp T.M.C., Almeida Road, Thane (W)"
5492,Hospital,Dr. Urmil Jain Hospital Pvt Ltd.,Churu,Rajasthan,331023,Sadulpur Chru
5493,Nurshing Home,Dr. Usha Didwania Nursing Home,Patna,Bihar,800016,"Road No. 3, Rajendra Nagar"
5494,Hospital,Dr. V S Dhaka Heart Institute and Vikram Hospital,Kaithal,Haryana,136027,"Karnal Road, Nr Mitc Office"
5495,Nurshing Home,Dr. V. K. R. Nursing Home and Scan Centre,Chittoor,Andhra Pradesh,517001,"No. 20-142/1, Near Raghava Theatre, Naidu Building, Chittoor"
5496,Hospital,Dr. V.Bhoom Redys Hospital,Karimnagar,Telangana,505001,"Civil Hospital Road,Karimnagar"
5497,Hospital,Dr. V.M. Deo Memorial Hospital,Nagpur,Maharashtra,440010,"64, Shivajinagar, Off Lad College, Nagpur"
5498,Hospital,Dr. V.N.Joshi Memorial Hospital,Bagalkot,Karnataka,587101,0
5499,Hospital,Dr. V.N.Radha Memorial Hospital,Etawah,Uttar Pradesh,206001,"416, Civil Lines, Matijeel Road (Near D.M. Kothi), Etawah"
5500,Ortho Hospital,Dr. Varnika Maternity Home-Orthopeadic Center,Bijnor,Uttar Pradesh,246725,"Siau Road, Chandpur"
5501,Hospital,Dr. Vasa Hospital,Mumbai,Maharashtra,400064,"The Swing, Ground Floor, Marve Rd, Malad (W)Mumbai"
5502,Nurshing Home,Dr. Veena Joshi Nursing Home,Udham Singh Nagar,Uttarakhand,244713,"Ramnagar Road, Kashipur"
5503,Hospital,Dr. Vimla Gupta Hospital,Kanpur Nagar,Uttar Pradesh,208023,"73, Anand Puri, Kanpur"
5504,Nurshing Home,Dr. Vinod B Joshi Maternity Nursing Home,Mumbai,Maharashtra,400086,"Ghatkopar,West"
5505,Nurshing Home,Dr. Virbala Zaveri Nursing Home,Ahmedabad,Gujarat,380013,"Luv Kush, 12 Bandhu Samaj Society, Gandhinagar Marg., Usmanpura"
5506,Hospital,Dr. Viren A. Shah Sukhmani Hospital,Ahmedabad,Gujarat,380009,"Nr, Kandoi Bhogilal Mulchand, Off, Ashram Road"
5507,Hospital,Dr. Vivek Joshi`S Urological Hospital and Dialysis,Rajkot,Gujarat,360002,"Rajnit Estate, Mangla Road, Rajkot"
5508,Hospital,Dr. Vivek Yadav Hospital,Rewari,Haryana,123401,Garhi Bolni Road ( Near Shiv Complex) Opposite B.D.O Block Office
5509,Hospital - Critical Care Dept,Dr. Vora`S Premature Critical Care and General Hospital,Mumbai,Maharashtra,400067,"2-4/A, Kokil Kunj, Behind Patel Nagar, Kandivli (West), Mumbai,"
5510,Nurshing Home,Dr. Vyas Nursing Home and Research Centre Pvt Ltd,Bundi,Rajasthan,323001,"Near Chittor Road Chouraha, Kota Bye Pass, Bundi"
5511,Nurshing Home,Dr. Waghale Nursing Home,Raigarh,Maharashtra,402109,"Chhatrapati Shivaji Nagar,Behind Sanjay Gandhi Hospital,"
5512,Nurshing Home,Dr. Walawalkars Nursing Home,Mumbai,Maharashtra,400077,Vallabh Vihar Next To One Up Stores M G Road Ghatkopar E
5513,Hospital,Dr. Wankhade's Fracture and Accident Hospital,Thane,Maharashtra,421301,"201,203, Marc Plaza, Purnima Area, Murbad Road, Near Hero Honda Showroom, Kalyan (W)"
5514,Hospital,Dr. Wasnik Hospital,Chandrapur,Maharashtra,442402,"Bokare Plot, Ramnagar, Chandrapur"
5515,Hospital,Dr. Wetal Hospital,Pune,Maharashtra,412409,"At Post Otur, Tal. Junnar"
5516,Nurshing Home,Dr.A.L. Anantanarayana Lyer Memorial Nursing Home,Tirunelveli,Tamil Nadu,627811,Perumal Kovil Street Tenkasi
5517,Hospital,Dr.A.Tungekar's Hospital,Raigarh,Maharashtra,400702,"630, Nasir Apt,Bazar Peth, Next To Urban Police Station,Uran."
5518,Hospital,Dr.A.V.Baliga Memorial Hospital,Udupi,Karnataka,576102,"6Th Main, V.M.Nagar,Doddanaguddue"
5519,Hospital,Dr.Agarwal Hospitals,Bengaluru Rural,Karnataka,560068,"1106/1, Hongasandra Main Road, Garvebhavipalya, Hosur Main Road"
5520,Nurshing Home,Dr.Amitabh Singh Nursing Home,Sitapur,Uttar Pradesh,261001,"553 Gic Road, Civil Lines"
5521,Hospital,Dr.Anil Mangalam Hospital,Dausa,Rajasthan,303303,Gangapur City Dausa
5522,Hospital,Dr.Ansari Hospital,Nagapattinam,Tamil Nadu,611001,"20, Naganathar Sannathi,"
5523,Nurshing Home,Dr.Apte Maternity and Nursing Home,Mumbai,Maharashtra,400001,"Ronds Apts,Shankar Lane & Tank Lane Junction"
5524,Hospital,Dr.Ashok Mittal Hospital,Ajmer,Rajasthan,305001,Near Mansing Hotel Vaishali Nagar Main Road Ajmar
5525,Hospital,Dr.B.D.Ahirrao Hospital,Dhule,Maharashtra,424001,"Dhule Road,Sakri,Tal.Sakri,Dhule(M.S.)"
5526,Hospital,Dr.B.L.Kapur Memorial Hospital,Ludhiana,Punjab,141001,"Old Sabzi Mandi Chowk, G.T.Road, Ludhiana, Punjab"
5527,Hospital,Dr.Bade Hospital,Ahmednagar,Maharashtra,414003,"Opposite Oberol Hotel,."
5528,Hospital,Dr.Bade Hospital,Ratnagiri,Maharashtra,415709,Khed
5529,Hospital,Dr.Badwaiks Maternity and General Hospital,Mumbai,Maharashtra,400078,"Lal Bhahadur Shastri Marg,Bhandup ( West),Mumbai"
5530,Hospital,Dr.Bakul Palve Accident And Surgical Hospital,Ahmednagar,Maharashtra,414003,"Shri Ram Chowk,Vasant Tekadi,Pipeline Road"
5531,Nurshing Home,Dr.Bethune Nursing Home,Kurnool,Andhra Pradesh,518001,Ongole
5532,Hospital,Dr.Bhargavi Reddy Womens and Childrens Hospital,Bengaluru Urban,Karnataka,560075,"No.79,New Thippasandra Main Road, Hal 3Rd Stage, Via Indranagar 80Ft Road Opp:Chemmanuar Jewellers"
5533,Hospital,Dr.Bhatia's Ruby Hospital,Mumbai,Maharashtra,400078,"1St Floor, Arunoday Tower, Sps Marg, Kokan Nagar"
5534,Hospital,Dr.Bhoom Reddy Hospital,Karimnagar,Telangana,505001,"D.No.3-4-70, Civil Hospital Roa,Karimnagar,."
5535,Hospital,Dr.Bhrigunath Singh Memorial Hospital,Kaimur (Bhabua),Bihar,821109,Old Checkpost G.T.Rd. Mohania
5536,Nurshing Home,Dr.Bhute Nursing Home,Mumbai,Maharashtra,400074,"Mahatenay Park, Aziz Baug,Opp Site Estate, Mahul Road Chembur"
5537,Hospital,Dr.Bidhan Chandra Roy Hospital,Medinipur East,West Bengal,721645,"Vill-Banbishnupur,P.O.-Balughata,"
5538,Hospital,Dr.Bothras Hospital,Mumbai,Maharashtra,400078,"Ist Floor,Ramkrishna Apt. Gadhavnaka,T.P Road,Bhandup(West)"
5539,Hospital,Dr.C Vishwas Memorial Hospital,Bidar,Karnataka,585401,"Maruthi Health Welfare Trust,Gurunagar"
5540,MultiSpeciality Hosp,Dr.Chander Multispeciality Hospital,Chandigarh,Chandigarh,160019,"311.Sector 19- D, . U.T"
5541,Hospital,Dr.Chaudary Hospital,Panipat,Haryana,132103,"971/24,Jatal Road"
5542,Nurshing Home,Dr.Chaurasia Nursing Home,Meerut,Uttar Pradesh,250001,"College Road,Chhippi Tank"
5543,Nurshing Home,Dr.Chhatres Maternity and Surgical Nursing Home,Mumbai,Maharashtra,400019,"1/320, Shridhar Niwas,Sir Bhaichandra Road, Matunga Mumbai"
5544,Hospital,Dr.Chidambaram Memorial Hospital,Madurai,Tamil Nadu,625011,"No.10,Valluvar North Street,2Nd Main Road,Jaihindpuram."
5545,Ortho Hospital,Dr.Chouhan Orthopadic,Jaipur,Rajasthan,302012,Near Ambawari Bridge Jhotwara Road
5546,Nurshing Home,Dr.Dange Nursing Home,Haveri,Karnataka,581110,"Ashwin Nagar, 2Nd Cross, P.B.Road"
5547,Ortho Hospital,Dr.Dholakia Orthopaedic Hospital,Rajkot,Gujarat,360001,"Vidyanagar Main Road, Near 7 Manhar Plot Rajkot-"
5548,Hospital,Dr.Dilip Hospital,Faridabad,Haryana,121002,"H.No.765,Sector - 28,OppositeSector - 29 Petrol Pump,F&D"
5549,Hospital,Dr.G.D.Boaz Memorial Hospital School (Psychiatric Hospital and Rehabilitation Centre),Chennai,Tamil Nadu,600073,"2/234, Velachery Main Road"
5550,Hospital,Dr.G.V.Bhat Hospital,Uttara Kannada,Karnataka,581325,G.D.Somani Marg. Dandeli
5551,Hospital,Dr.Gadag Hospital,Gadag,Karnataka,582101,"Near Stadium 3Rd Cross Panchaxari Nagar Plot No-445/B, Anand Ashram Road"
5552,Hospital,Dr.Ganatra Hospital,Kachchh,Gujarat,370001,"Hospital Road, Bhuj"
5553,Hospital,Dr.Ganga Rani Memorial Hospital,Nawada,Bihar,805110,Deoniwash Near Bus Stand
5554,Hospital,Dr.Ghanti Hospital,Dharwad,Karnataka,580021,"Hosur, Hubli"
5555,Nurshing Home,Dr.Guptas Nursing Home,Mumbai,Maharashtra,400064,"D/6, Rani Sati Nagar, S V Road, Malad(W) Mumbai"
5556,Nurshing Home,Dr.Hanjis Maternity And Nursing Hom,Belagavi,Karnataka,590006,Tilakwadi
5557,Hospital,Dr.Harne Hospital,Thane,Maharashtra,421201,"Mahatma Gandhi Road, Everest Shopping Centre, 2Nd Floor,Opp Railway Station, Dombivli West,Thane"
5558,Hospital,Dr.J.J. Kalriya Hospital,Junagadh,Gujarat,362001,"Dvarkadhish Market B, 2Th Floor, Near Sardar Bag"
5559,Hospital,Dr.J.K.Jituri Hospital,Dharwad,Karnataka,580021,Hosur Cross Hubali
5560,Hospital,"Dr.Jetinder Sharma Hospital,",Panipat,Haryana,132103,"Dr.Jetinder Sharma Hospital,Near Bus Stand"
5561,Nurshing Home,Dr.Jeyasekharan Hospital and Nursing Home,Kanniyakumari,Tamil Nadu,629003,"KP Road, Nagercoil"
5562,Hospital,Dr.Joshi Hospital,Kolhapur,Maharashtra,416115,"Station Road,Near Padal Sizing,Opposite Mseb."
5563,Hospital,Dr.Joshi Hospital,Nashik,Maharashtra,422401,"282, Rest Camp Road,Deolali Camp (Nasik)."
5564,Hospital,Dr.Joshi Maternity And Gynec Hospital,Ahmedabad,Gujarat,380006,"60, Bhrahmin Mitra Mandal Soc., Near Old Sharda Mandir Railway Crossing, Ellisbridge"
5565,Hospital,Dr.K. Narasimhaiah Hospital,Tumakuru,Karnataka,572101,"4Th Main, Gandhi Nagar, Near Police Station"
5566,Hospital,Dr.K.H.Jituri Hospital,Dharwad,Karnataka,580021,"Hemadri, Hosur Cross Hubli"
5567,Nurshing Home,Dr.K.N.Sengotayan Nursing Home,Erode,Tamil Nadu,638452,"No 55,New Hospital Road,Gobichettipalayam"
5568,Hospital,Dr.K.V.R.Hospital,East Godavari,Andhra Pradesh,533346,"Main Rd,,."
5569,Hospital,Dr.Kalamkar Hospital,Ahmednagar,Maharashtra,414001,"OppositeZopadi Canteen Above Bank, Savedi Road"
5570,Hospital,Dr.Kamakshi Memorial Hospital,Chennai,Tamil Nadu,600020,"6/13, 3rd Cross Street, Kasthuribai Nagar, Adyar"
5571,Hospital,Dr.Kamakshi National Hospital,Chennai,Tamil Nadu,600001,"12, Jaffer Serang St,Ii Line Beach Road,."
5572,Hospital,Dr.Kelkar Maternity Home and Paediatic Hospital,Solapur,Maharashtra,413307,Sangola
5573,Hospital,Dr.Khabya Heart CareandGeneral Hospital,Udaipur,Rajasthan,313001,Udaipur
5574,Hospital,Dr.Khedkar Hospital,Beed,Maharashtra,431122,"Main Road, Shivaji Nagar, Shirur (Ka)"
5575,Nurshing Home,Dr.Kshirsagars Nursing Home,Thane,Maharashtra,400602,Thane(W)
5576,Ortho Hospital,Dr.Kumars Ortho Clinic,Kanchipuram,Tamil Nadu,600044,"No.16,6Th Cross Street,New Colony,Chromepet,Chennai"
5577,Nurshing Home,Dr.Lakhanpaul Nursing Home Dental Speciality Centre,Shimla,Himachal Pradesh,0,"Top Floor-63, Lower Bazar"
5578,Nurshing Home,Dr.Lata Gupta Nursing Home,Sitamarhi,Bihar,843302,Koat Bazar
5579,Hospital,Dr.Lodaya Hospital,Haveri,Karnataka,581110,Ashwini Nagar
5580,Hospital,Dr.M.K Sarda Memorial Hospital,Ajmer,Rajasthan,305001,"Sarda Bhawan,Near Dolat Bagh Ajmar"
5581,Hospital,Dr.M.Managuli Hospital,Vijayapura,Karnataka,586128,"Opp Keb, Sindgi"
5582,Hospital,Dr.M.R.Grewal Memorial Hospital,Jaipur,Rajasthan,302016,Shastri Nagar Jaipur
5583,Hospital,Dr.M.Rajendran Hospital,Dharmapuri,Tamil Nadu,636808,Doddampatti Road
5584,Hospital,Dr.Malokar Hospital,Akola,Maharashtra,444001,Near To Dist Cooperative Bank Civil Line Akola
5585,Hospital,Dr.Manju Kulkarni Hospital,Chennai,Tamil Nadu,600001,"No,18,Nowroji Road"
5586,Hospital,Dr.Manohar Sai Gowda Memorial Hospital,Kolar,Karnataka,563131,"N.H.4, Opposite Inspection Bungalow"
5587,Hospital,Dr.Mehta Hospital,Rajkot,Gujarat,360001,"Sanjivani Commercial Complex,Vidyanagar Main Rd,."
5588,Nurshing Home,Dr.Mira Raisinghaney Maternity and Surgical Nursing,Mumbai,Maharashtra,400050,Bandra Mumbai
5589,Ortho Hospital,Dr.Mohanreddy Orthopedic Centre,Bengaluru Urban,Karnataka,560078,"313, Ground Floor,24Th Main Road, Opp Janani Hotel,6Th Phase, J.P Nagar,"
5590,Hospital,Dr.Morris Mathias Hospital,Kanniyakumari,Tamil Nadu,629001,"Dr.Mathias Nagar, Nagercoil"
5591,Hospital,Dr.Mu.Va.Hospital,Chennai,Tamil Nadu,600032,"6,Kanniamman,Koil Street,Shenoy Nagar"
5592,MultiSpeciality Hosp,Dr.Nalavade Multispeciality Hospital,Thane,Maharashtra,400601,"1St Floor, Om Deep Sai-Pija Co-Op. Hsg. Society,L.B.S. Marg, Opposite Kadambari Bldg, Charai Naka, Charai,Thane."
5593,Hospital,Dr.Narayan Datt Hospital,Panipat,Haryana,132103,Model Town
5594,Ortho Hospital,Dr.Navangule Orthopedic Hospital,Sindhudurg,Maharashtra,416520,"Hindu Colony,Kudal"
5595,Hospital,Dr.Neeraj Surgical Hospital,Pilibhit,Uttar Pradesh,262001,In Front Of Degree College Gate
5596,Hospital,Dr.Nikams Sri Sai Marigold Child Care Hospital and N I C U,Dadra and Nagar Haveli,Dadra and Nagar Haveli,396230,"Daffodil Blg, Iti Road, Amli Juction,Nr. Sai Mandir"
5597,Nurshing Home,Dr.Pai Dhungat Maternity and Nursing Home,Mumbai,Maharashtra,400004,V.P.Road Mumbai
5598,Nurshing Home,"Dr.Palep`S ""Priyank""Maternity Nursing Home",Mumbai,Maharashtra,400025,"Manoj Co-Op,Hsg,Society,Shankar Ghanekar Marg.Prabhedevi,"
5599,Nurshing Home,Dr.Panna Ram Sinha Memorial Nursing Home,Sheohar,Bihar,843329,"Jhana Road, In Front Of Town Thana"
5600,Hospital,Dr.Paradkar Hospital - Thane,Thane,Maharashtra,400602,"Dipalaya Bhaskar Colony, Naupada"
5601,Hospital,Dr.Parashnath Hospital,Kaimur (Bhabua),Bihar,821109,Railway Godown Rd. Mohania
5602,Nurshing Home,Dr.Pathak`S Nursing Home,Thane,Maharashtra,400601,"Ist Floor,Saraswati Niwas,Opposite Malhar Cenema,Gokhale Road,Naupada,Thane"
5603,Nurshing Home,Dr.Pathans E.N.T.Nursing Home,Raichur,Karnataka,584101,"2-2-8,Androon Quilla,Opp,Mahila Samaj"
5604,Nurshing Home,Dr.Patkars Surgical Nursing Home,Mumbai,Maharashtra,400028,"Ground Floor, 74, Anant Niwas, Keluskar Road, Near Shivaji Ground, Shivaji Park, Dadar West,"
5605,Nurshing Home,Dr.Patrawala`S Kalpana Nursing Home,Mumbai,Maharashtra,400022,"B- Bhagnari Co-Op, Hsg, Society Sion-Duncan Causeway Road, Next To Chunabhatti Rly Chunabhatti Mumbai"
5606,Hospital,Dr.Patwardhan Hospital,Ratnagiri,Maharashtra,415712,Gimhavane; Anjarle Road Post-Dapoli
5607,Nurshing Home,Dr.Purohit Nursing Home,Pune,Maharashtra,411009,"86-87,Parvati, 668,Bibvewadi,Manmohan Park"
5608,Hospital,Dr.Rajeev Hospital,Gautam Buddha Nagar,Uttar Pradesh,201303,Raliway Road Dadri
5609,Hospital,Dr.Rama Sofat Hospital,Ludhiana,Punjab,141001,"435,College Road (Adjacent Malwa Khalsa Girls School)"
5610,Hospital,Dr.Ramayya's Urology Nephrology Institute and Hospital Private Limited,Hyderabad,Telangana,500063,"5-9-34/2, Basheer Bagh"
5611,Hospital,Dr.Ramesh Hospital For Piles and Proctology,Mysuru,Karnataka,570002,"No.410, Contour Road,Gokulam, Mysore,Near Vijaya Bank"
5612,Nurshing Home,Dr.Rangarao Nursing Home (P) Ltd,Guntur,Andhra Pradesh,522001,"022, Old Club Road,Kothapet,."
5613,Hospital,Dr.Rao's ENT Super Speciality Hospital,Hyderabad,Telangana,5000082,"Behind Durga Malleswara Swamy Temple,  RT, Housing Board Colony, Opposite Mosque, Panjagutta"
5614,Hospital,Dr.Rasiklal Shah Sarvajanik Hospital,Sabar kantha,Gujarat,383315,Modasa
5615,Hospital,Dr.Ravi Paul Children Hospital,Jalandhar,Punjab,144005,"30,Shaheed Udham Singh Nagar Jalandhar"
5616,Hospital,Dr.Ravindera Maternity and General Hospital,Panipat,Haryana,132103,"638, Model Town,Near Pruthi Chowk"
5617,Hospital,Dr.Rebellos Clinic And Hospital,South Goa,Goa,403601,"Opposite Ktc Bus Stand, Madel"
5618,Hospital,Dr.Redkar Hospital,Sindhudurg,Maharashtra,416606,"Near S T Stand, Malvan"
5619,Nurshing Home,Dr.Redkar's Maternity and Nursing Home,Mumbai,Maharashtra,400080,"A-10,Apurva Apt.,Govardhan Nagar,L.B.S.Marg,Mulund(W)"
5620,Hospital,Dr.RPMC Hospital,Kangra,Himachal Pradesh,176001,"Tanda, Kangra"
5621,Hospital,Dr.Ruban Memorial Hospital,Patna,Bihar,800001,"South East Gandhi Maidan, Near IMA Hall"
5622,Nurshing Home,Dr.S.A.Venkatachalapathy Nursing Home,Ramanathapuram,Tamil Nadu,623707,"11/175, C.R.Doss St,,."
5623,Hospital,Dr.S.K.Parulekar Hospital,Sindhudurg,Maharashtra,416520,"4,Mehneel Plaza, Ganesh Nagar, Kudal"
5624,Hospital,Dr.S.R.Jambagis Shravya Hospital,Dharwad,Karnataka,580001,"Sadhankeri Road,Next To GovernmentPrinting Press"
5625,Nurshing Home,Dr.Sabitri Sinha Nursing Home,Sitamarhi,Bihar,843302,Thana Road
5626,Nurshing Home,Dr.Sakhalkars Maternity and Nursing Home - Andheri,Mumbai,Maharashtra,400093,"Manas, Plot No.19,Sher-E-Punjab Socieyt, Mahakali Caves Road, Andheri (E), Mumbai"
5627,Hospital,Dr.Satish Gupta Hospital,Indore,Madhya Pradesh,452001,"18 North Yashwant Ganj,Near Malhar Ganj Indore"
5628,Ortho Hospital,Dr.Saurabh Shah Orthopaedic Hospital,Ahmedabad,Gujarat,380013,"3/B, Hasmukh Colony, Vijaynagar Road"
5629,Nurshing Home,Dr.Shailendr Kumar Sevashram Nursing Home,Hamirpur,Uttar Pradesh,210301,Sevashram Nursing Home Near Yamuna Bridge Hamirpur
5630,Nurshing Home,Dr.Shantabai Nursing Home,Hyderabad,Telangana,500001,"5-8-535, Beside Santosh Sapna Theatre, Abid Road"
5631,Nurshing Home,Dr.Sharanjit Nursing Home and Harjinder Maternity Hospital,Jalandhar,Punjab,144001,"5 & 10 Gujral Nagar, Sharanjit Hospital Complex Jalandhar"
5632,Nurshing Home,Dr.Shirish Gupta Nursing Home and Clinic,Bareilly,Uttar Pradesh,243001,"116,Civil Lines,Circuit House Crossing"
5633,Hospital,Dr.Shyama Prasad Mukherjee (Civil) Hospital,Lucknow,Uttar Pradesh,226001,Hazratgunj
5634,Hospital,Dr.Sivakani Hospital Pvt Ltd,Coimbatore,Tamil Nadu,642126,"Udumalpet, Tiruppur"
5635,Hospital,Dr.Sonawane's Hospital,Thane,Maharashtra,400706,"F-1 / C-2, Sector-11, Next To Bus Depot, Nerul, Navi Mumbai"
5636,Hospital,Dr.Soneji Hospital,Ahmedabad,Gujarat,380028,"2-Hari Nagar Society, OppositeTelephone Exchange,Kankaria Road, Near Shahalam Tolnaka"
5637,Hospital,Dr.Sudhir Karlekar Hospital,Gondia,Maharashtra,441601,"Vivekananand Colony,Govindpur Road,Gondia"
5638,Nurshing Home,Dr.Surjuse Nursing Home,Nashik,Maharashtra,422001,"Vajyanti Appartmrnt,Ii Floor,K.T.S.H College Samor"
5639,Nurshing Home,Dr.Susheela Nursing Home,Pudukkottai,Tamil Nadu,622001,"3032,East Second Street,Pudukkottai.622001"
5640,Hospital,Dr.T.V.Ramesh Piles Hospital,Bengaluru Urban,Karnataka,560032,"1St Main Road, 7Th Cross, Ganganagar"
5641,Hospital,Dr.Tanveer Malawat Hospital and Research Centre,Bikaner,Rajasthan,334001,"Veer Durgadass Circle, OppositeSadul Club,"
5642,Hospital,Dr.Thanappans Children Hospital,Kanniyakumari,Tamil Nadu,629002,"28,Rukmani Subramonium Hall, Thalavai Street, Meenakshipuram,Nagercoil"
5643,Nurshing Home,Dr.Thangamma Nursing And Paramedical College Hospital,Vellore,Tamil Nadu,635601,"D.No.656, Vallar Nagar,,."
5644,MultiSpeciality Hosp,Dr.Thiru NeuroandMulti Specality Hospital(P)Ltd.,Dharmapuri,Tamil Nadu,636001,"46,Second Agraharam(Opp),Pattai Tempel Bus Stop,Salem-636"
5645,Hospital,Dr.Trivedis Hospital,Sabar kantha,Gujarat,383430,"Near Arts & Commerce College, Valasana Road, Idar"
5646,Nurshing Home,Dr.Trivedi's Maternity and Nursing Home,Mumbai,Maharashtra,400077,"1, 2 3 Gautam Building , Opposite Balaji Temple , Tilak Road , Ghatkopar ( East )"
5647,Hospital,Dr.V.V.R.Hospital,Thanjavur,Tamil Nadu,613007,"6Th Cross Street,Arulananda Nagar,Thanjavur-"
5648,Hospital,Dr.Vaidya Hospital,Pune,Maharashtra,411028,"Hadapsar, 1 Satyalok Gidital"
5649,Hospital,Dr.Vaze Hospital,Mumbai,Maharashtra,400028,"Meghdoot, S.H.Paralkar Marg, Shivaji Park, Dadar (W), Mumbai,"
5650,Hospital,Dr.Vetal Hospital,Ahmednagar,Maharashtra,413705,"At/Post:Satral,Tal:Rahuri"
5651,Hospital,Dr.Vijay Chaudhary Hospital,Kangra,Himachal Pradesh,0,Near Income Tax Office
5652,Hospital,Dr.Viswanathan Memmorial Hospital,Kollam,Kerala,691020,Koottikkada
5653,Hospital,Dr.Vyas Hospital,Pali,Rajasthan,306116,"College Road,Falna"
5654,Ortho Hospital,Dr.Wali Orthopeadic Hospital,Vijayapura,Karnataka,586128,"Bijapur Rd, Sindgi"
5655,Nurshing Home,Dr.Warkes Nursing Home,Thane,Maharashtra,421306,Kalyan
5656,Hospital,Dr.Y.Mahadeva Iyers Sri Sarada Ayurvedic Hospital,Kanniyakumari,Tamil Nadu,629851,"Derisanamcope, Kanyakumari"
5657,Hospital,Dr.Ysr Memorial Hospitals,Anantapur,Andhra Pradesh,515001,"12-2-878, I Cross, Sai Nagar,Near By Sbi Main Branch,."
5658,Hospital,Drashti Hospital,Rajkot,Gujarat,363641,"Ram Chowk, Savsar Plot, Main Road"
5659,Hospital,Drashti Hospital,Sabar kantha,Gujarat,383245,"1St Floor, Raj City Plaza, Dholvani Three Road, Bhiloda"
5660,Nurshing Home,Dreamland Nursing Home,Kolkata,West Bengal,700004,"2, Nayratna Lane,Near Shyambazar Fire Point"
5661,Nurshing Home,Dreamland Nursing Home,Bardhaman,West Bengal,713103,"Indraprastha, Baburbagh;OppositeCity Hotel Rajbati"
5662,Nurshing Home,Dreamland Nursing Home,Bardhaman,West Bengal,713201,"Sanjib Sarani, Station Bazar"
5663,Nurshing Home,Dreamland Nursing Home,Medinipur West,West Bengal,721212,"At-Kushpata, P.O. Ghatal,"
5664,Nurshing Home,Dreamland Nursing Home,North 24 Parganas,West Bengal,743235,"Chakdah Road,Bongaon,"
5665,Hospital,Dristhy Hospital,Rajkot,Gujarat,360006,"5-Africa Colony,B/H, In Ozone Mail,Nr. Water Tank, 150 Feet Ring Road, Rajkot"
5666,Nurshing Home,Dristi Nursing Home,Malda,West Bengal,732101,K.J Sanyal Road
5667,Hospital,Drolia Hospital Pvt Ltd,Bahraich,Uttar Pradesh,271801,"Gigiha, Gonda Road, Near Railway Crossing"
5668,MultiSpeciality Hosp,Drs 7 Maiya Multispeciality Hospital,Bengaluru Urban,Karnataka,560011,"34, 10Th Main Road, 1St Block, Jayanagar"
5669,Hospital,Drs Hospital,Allahabad,Uttar Pradesh,211011,T.P Nagar
5670,Hospital,Druvit Hospital,Madhepura,Bihar,852113,Near Bus Stand
5671,Hospital,Ds Hospital (P) Ltd.,Dindigul,Tamil Nadu,624601,"4/12A, Anna Nagar,Back To Valluvar Theatre"
5672,Hospital,Dsk Hospital,Coimbatore,Tamil Nadu,641604,"19, Katir Nagar Kangayam Road Tirupur"
5673,Hospital,Dsouza Hospital,Thane,Maharashtra,401201,"Opposite Ramedi Church School, Vasai (W)"
5674,Hospital,D'souza Hospital,Thane,Maharashtra,401201,"Ramedi, Near Church School, Vasai Village, Parnaka, Vasai West"
5675,Hospital,Dtps Hospital,Bardhaman,West Bengal,713207,Durgapur
5676,Nurshing Home,Dua Nursing andMaternity Home,Sultanpur,Uttar Pradesh,228001,189 -A Preetam Nagar
5677,Nurshing Home,Dua Nursing Home,Sonipat,Haryana,131001,"Hem Nagar, Delhi Road"
5678,Nurshing Home,Dua Nursing Home,Yamunanagar,Haryana,135003,"Civil Lines, Jagadhri"
